fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,via_ingreso,consultante_provincia,consultante_como_conocio_la_linea,consultante_edad_aparente
2020-03-06,,9425055505,Urgencia,Ciudadano,No,Trata,Persona privada de su libertad,Formosa,Clorinda,Línea 145,,"No sabe, no recuerda",
2020-03-06,,3525055505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,San Miguel del Monte,Línea 145,,,
2020-03-07,,9435055505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,José C. Paz,Línea 145,Tierra del Fuego,Por Recomendación,
2020-03-07,,2535055505,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Mar del Plata,Línea 145,Buenos Aires,Por publicidad en internet,30.0
2020-03-07,,5535055505,Urgencia,Ciudadano,No,Trata,Posible captación,Mendoza,Rivadavia,Línea 145,,"No sabe, no recuerda",
2020-03-08,,2545055505,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,Línea 145,Tierra del Fuego,Línea 145,
2020-03-08,,4545055505,Urgencia,Ciudadano,No,Trata,Relaciones de familia,Entre Ríos,,Línea 145,,,
2020-03-08,,5545055505,Urgencia,Ciudadano,No,Trata,Salud mental,Buenos Aires,Moreno,Línea 145,,,
2020-03-09,,1555055505,Urgencia,Ciudadano,Si,Trata,Explotación laboral,,,Línea 145,,,
2020-03-10,,565055505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Buenos Aires,Línea 145,,,
2020-03-10,,3565055505,Urgencia,Ciudadano,No,Trata,Amenazas-extorsiones virtuales,Jujuy,Jujuy,Línea 145,,Derivado de otro organismo,33.0
2020-03-10,,5565055505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Línea 145,Buenos Aires,"No sabe, no recuerda",50.0
2020-03-10,,8475055505,Urgencia,Ciudadano,No,Trata,Posible captación,,,Línea 145,Buenos Aires,Por publicidad en internet,
2020-03-10,,1575055505,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,,Línea 145,Buenos Aires,"No sabe, no recuerda",
2020-03-10,,2575055505,Urgencia,Ciudadano,Si,Abuso sexual infantil,Abuso sexual infantil,Buenos Aires,Buenos Aires,Línea 145,,Por publicidad en TV,
2020-03-10,,4575055505,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Olivos,Línea 145,Buenos Aires,"No sabe, no recuerda",
2020-03-11,,8484155505,Urgencia,Ciudadano,Si,Actos del gobierno o agentes públicos,Sobornos,,,Línea 145,,Por publicidad en radio,
2020-03-11,,584155505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Córdoba,Malvinas Argentinas,Línea 145,,Por publicidad en internet,
2020-03-11,,1584155505,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Buenos Aires,Línea 145,,,
2020-03-11,,4584155505,Urgencia,Ciudadano,No,Trata,Persona privada de su libertad,Buenos Aires,La Plata,Línea 145,,,
2020-03-11,,6584155505,Urgencia,Ciudadano,No,Trata,Salud mental,Buenos Aires,Buenos Aires,Línea 145,,,
2020-03-12,,8494155505,Urgencia,Ciudadano,Si,Trata,Persona desaparecida,Buenos Aires,Lanús Oeste,Correo Institucional,,,
2020-03-12,,9494155505,Urgencia,Ciudadano,Si,Salud,Acceso a servicios públicos de salud,,,Línea 145,,Por publicidad en internet,
2020-03-12,,1594155505,Urgencia,Institución,No,Trata,Explotación sexual,,,Línea 145,,Derivado de otro organismo,
2020-03-12,,6594155505,Urgencia,Ciudadano,No,Violencia de género,Física,Buenos Aires,Buenos Aires,Correo Institucional,,Por Recomendación,60.0
2020-03-13,,2505155505,Urgencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Flores,Línea 145,,,
2020-03-13,,8415155505,Urgencia,Ciudadano,Si,Víctima de delito,Contra la propiedad: robo o hurto,Mendoza,Mendoza,Línea 145,,"No sabe, no recuerda",
2020-03-13,,9415155505,Urgencia,Ciudadano,No,Trata,Posible captación,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Línea 145,,Por Recomendación,39.0
2020-03-14,,2515155505,Urgencia,Ciudadano,No,Víctima de delito,Conflicto vecinal,Tucumán,San Miguel de Tucumán,Línea 145,Tucumán,Por publicidad en internet,
2020-03-15,,6515155505,Urgencia,Ciudadano,No,Trata,Salud mental,Chubut,,Línea 145,,,
2020-03-15,,7515155505,Urgencia,Ciudadano,No,Trata,Salud,Buenos Aires,Buenos Aires,Línea 145,,,
2020-03-15,,9425155505,Urgencia,Ciudadano,Si,Trata,Maltrato infantil,Santa Fe,Rosario,Línea 145,,,
2020-03-15,,525155505,Urgencia,Ciudadano,No,Salud,Consulta covid-19,Buenos Aires,Buenos Aires,Línea 149,,,
2020-03-15,,1525155505,Urgencia,Ciudadano,No,Salud,Consulta covid-19,Buenos Aires,Buenos Aires,Línea 149,,,
2020-03-15,,2525155505,Urgencia,Ciudadano,No,Trata,Persona adulta mayor,La Rioja,La Rioja,Línea 145,,,
2020-03-15,,3525155505,Urgencia,Ciudadano,No,Salud,Consulta covid-19,Buenos Aires,Boulogne,Línea 149,,,
2020-03-15,,4525155505,Urgencia,Ciudadano,No,Trata,Coronavirus,Buenos Aires,Lomas de Zamora,Línea 145,Buenos Aires,Por publicidad en internet,25.0
2020-03-17,,2535155505,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Córdoba,Córdoba,Línea 145,,"No sabe, no recuerda",25.0
2020-03-18,,9445155505,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Berazategui,Línea 145,,,
2020-03-18,,545155505,Urgencia,Ciudadano,No,Trata,Pornografía infantil,Buenos Aires,Buenos Aires,Línea 145,,Por Recomendación,
2020-03-18,,1545155505,Urgencia,Ciudadano,Si,Trata,Adultos mayores,,,Línea 145,,"No sabe, no recuerda",
2020-03-18,,4545155505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,Línea 145,,"No sabe, no recuerda",
2020-03-18,,6545155505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,González Catán,Línea 145,,,
2020-03-18,,8455155505,Urgencia,Ciudadano,No,Trata,Violencia familiar,Salta,San Ramon de la Nueva Oran,Línea 145,,,
2020-03-19,,555155505,Emergencia,Ciudadano,Si,Víctima de delito,Contra la integridad sexual: abuso sexual de adultos/as o niños/as,,,Línea 145,,,
2020-03-19,,1555155505,Urgencia,Ciudadano,No,Relaciones de familia,"Cuidado personal, régimen comunicacional o custodia legal",Buenos Aires,Campana,Línea 145,,,
2020-03-20,,5555155505,Urgencia,Ciudadano,No,Víctima de delito,Coronavirus,Tucumán,San Miguel de Tucumán,Línea 145,,,
2020-03-21,,9465155505,Urgencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Moreno,Línea 145,,,
2020-03-21,,565155505,Urgencia,Ciudadano,No,Violencia de género,Física,Santa Fe,Rosario,Línea 145,,,
2020-03-23,,1565155505,Emergencia,Ciudadano,No,Salud,Coronavirus,Buenos Aires,Moreno,Línea 145,,,
2020-03-23,,6584255505,Urgencia,Ciudadano,No,Relaciones de familia,Nada,Santa Fe,Rosario,Línea 145,,,
2020-03-23,,7584255505,Urgencia,Ciudadano,Si,Violencia de género,Física,Santa Fe,Rosario,Línea 145,,,
2020-03-23,,8494255505,Emergencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Luján,Línea 145,,,
2020-03-23,,9494255505,Emergencia,Ciudadano,Si,Salud,Coronavirus,Santa Fe,Rosario,Línea 145,,,
2020-03-23,,594255505,Emergencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Lomas de Zamora,Línea 145,,,
2020-03-23,,1594255505,Urgencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Morón,Línea 145,,,
2020-03-23,,2594255505,Urgencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Buenos Aires,Línea 145,,,
2020-03-23,,4594255505,Urgencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Mar del Plata,Línea 145,,,
2020-03-23,,5594255505,Urgencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Florencio Varela,Línea 145,,,
2020-03-23,,6594255505,Urgencia,Ciudadano,Si,Trabajo,"Malas condiciones de trabajo, incluida la inseguridad, salubridad o problemas de medio ambiente",Buenos Aires,José C. Paz,Línea 145,,,
2020-03-24,,1505255505,Emergencia,Ciudadano,No,Víctima de delito,Coronavirus,Buenos Aires,Mar del Plata,Línea 145,,,
2020-03-24,,5505255505,Emergencia,Ciudadano,No,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas, otro (víctimas de delito)",Córdoba,San Francisco,Línea 145,,,
2020-03-24,,6505255505,Emergencia,Ciudadano,No,Víctima de delito,Incumplimiento cuarentena,Buenos Aires,Vicente López,Línea 145,,,
2020-03-24,,8415255505,Urgencia,Ciudadano,No,Salud,Covid-19,Neuquén,Villa El Chocón,Línea 145,Neuquén,"No sabe, no recuerda",
2020-03-24,,9415255505,Urgencia,Ciudadano,No,Salud,Covid-19,,,Línea 145,Mendoza,"No sabe, no recuerda",68.0
2020-03-24,,515255505,Urgencia,Ciudadano,Si,Salud,Salud mental,Buenos Aires,Vicente López,Línea 145,Buenos Aires,"No sabe, no recuerda",
2020-03-24,,1515255505,Urgencia,Ciudadano,Si,Salud,Covid-19,,,Línea 145,,"No sabe, no recuerda",
2020-03-24,,2515255505,Urgencia,Ciudadano,No,Salud,Covid-19,Buenos Aires,Saladillo,Línea 145,Buenos Aires,"No sabe, no recuerda",
2020-03-24,,3515255505,Urgencia,Ciudadano,Si,Salud,Covid-19,Neuquén,Neuquén,Línea 145,Neuquén,"No sabe, no recuerda",70.0
2020-03-24,,4515255505,Urgencia,Ciudadano,Si,Víctima de delito,Violencia de género,Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,"No sabe, no recuerda",
2020-03-24,,5515255505,Urgencia,Ciudadano,No,Salud,Covid-19,Buenos Aires,Villa Madero,Línea 145,,"No sabe, no recuerda",
2020-03-24,,6515255505,Urgencia,Ciudadano,Si,Salud,Covid-19,Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,"No sabe, no recuerda",
2020-03-24,,8425255505,Urgencia,Ciudadano,No,Trata,Explotación laboral,Santiago del Estero,Santiago del Estero,Línea 145,,,
2020-03-24,,9425255505,Urgencia,Ciudadano,No,Víctima de delito,No refiere,,,Correo Institucional,,no informó,
2020-03-25,,1525255505,Urgencia,Ciudadano,No,Violencia de género,"Física, psicológica",Formosa,Ibarreta,Línea 145,,,
2020-03-26,,4525255505,Urgencia,Ciudadano,Si,Salud,Salud mental,Córdoba,Córdoba,Línea 145,,,
2020-03-28,,1535255505,Urgencia,Institución,No,Trata,Explotación sexual,Buenos Aires,Buenos Aires,Línea 145,,,
2020-03-28,,4535255505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,Teléfono Institucional,,Por Recomendación,
2020-03-31,,3545255505,Urgencia,Ciudadano,No,Acceso a documentacion personal y certificaciones,Covid 19,Buenos Aires,San Justo,Línea 145,,"No sabe, no recuerda",84.0
2020-04-01,,7545255505,Urgencia,Ciudadano,No,Trata,Privación de la libertad,Buenos Aires,Buenos Aires,Línea 145,,,
2020-04-01,,555255505,Urgencia,Ciudadano,No,Salud,Covid-19,,,Línea 145,,,
2020-04-02,,4555255505,Urgencia,Ciudadano,No,Trata,Violencia,Buenos Aires,Virrey del Pino,Línea 145,,"No sabe, no recuerda",
2020-04-02,,5555255505,Urgencia,Ciudadano,No,Trata,Violencia verbal,Mendoza,Mendoza,Línea 145,,,
2020-04-03,,6555255505,Urgencia,Ciudadano,No,Trata,Aislamiento,Buenos Aires,Florencio Varela,Línea 145,,,
2020-04-03,,7555255505,Urgencia,Ciudadano,No,Trata,Aislamiento,Buenos Aires,villa pueyrredon,Línea 145,,,
2020-04-03,,3565255505,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,Covid-19,,,Línea 145,,"No sabe, no recuerda",
2020-04-03,,4565255505,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Buenos Aires,Campana,Línea 145,Buenos Aires,"No sabe, no recuerda",
2020-04-03,,5565255505,Urgencia,Ciudadano,Si,Salud,Salud mental,Buenos Aires,Berazategui,Línea 145,,,
2020-04-03,,6565255505,Urgencia,Ciudadano,No,Trata,No pertinente,Buenos Aires,Magdalena,Línea 145,,,
2020-04-03,,7565255505,Urgencia,Ciudadano,No,Trata,"Explotación laboral niñas, niños y adolescentes",Córdoba,Río Cuarto,Línea 145,,"No sabe, no recuerda",
2020-04-03,,575255505,Urgencia,Ciudadano,No,Trata,Covid 19,Mendoza,San José,Línea 145,Mendoza,"No sabe, no recuerda",30.0
2020-04-03,,1575255505,Urgencia,Ciudadano,No,Derechos de usuarios/as y consumidores/as,Covid-19,Buenos Aires,Lanús Oeste,Línea 145,Buenos Aires,Por Recomendación,
2020-04-03,,3575255505,Urgencia,Ciudadano,Si,Violencia de género,Física,Misiones,Garupa,Línea 145,,"No sabe, no recuerda",
2020-04-04,,4575255505,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,Ciudad Autónoma de Buenos Aires,"No sabe, no recuerda",
2020-04-04,,9484355505,Urgencia,Ciudadano,No,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",Buenos Aires,General Alvear,Línea 145,Buenos Aires,,
2020-04-04,,584355505,Urgencia,Ciudadano,Si,Trata,Llamado no pertinente,,,Línea 145,,,
2020-04-04,,1584355505,Urgencia,Ciudadano,Si,Víctima de delito,Contra la integridad sexual: abuso sexual de adultos/as o niños/as,,,Línea 145,,,
2020-04-04,,2584355505,Urgencia,Ciudadano,Si,Trata,Llamado no pertinente,,,Línea 145,,,
2020-04-04,,3584355505,Urgencia,Ciudadano,Si,Víctima de delito,Ruidos molestos,,,Línea 145,,,
2020-04-04,,4584355505,Urgencia,Ciudadano,No,Víctima de delito,Conflictos vecinales,,,Línea 145,,,
2020-04-05,,6584355505,Urgencia,Ciudadano,Si,Trata,Llamada no pertinente,,,Línea 145,,,
2020-04-05,,7584355505,Urgencia,Ciudadano,Si,Trata,No pertinente,,,Línea 145,,,
2020-04-05,,594355505,Urgencia,Ciudadano,Si,Trata,Drogas y secuestro,Buenos Aires,Buenos Aires,Línea 145,,,
2020-04-05,,1594355505,Urgencia,Ciudadano,No,Trata,Comercializacion de droga,Entre Ríos,Gualeguaychú,Línea 145,,,
2020-04-05,,2594355505,Urgencia,Ciudadano,No,Trata,Incumplimiento cuarentena,Buenos Aires,Ezeiza,Línea 145,,,
2020-04-06,,3594355505,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,,,
2020-04-06,,4594355505,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,,,
2020-04-06,,5594355505,Urgencia,Ciudadano,No,Salud,Llamado no pertinente,,,Línea 145,,,
2020-04-06,,6594355505,Urgencia,Ciudadano,No,Salud,Llamado no pertinente,,,Línea 145,,,
2020-04-06,,7594355505,Urgencia,Ciudadano,No,Salud,Llamado no pertinente,,,Línea 149,,,
2020-04-06,,8405355505,Urgencia,Ciudadano,Si,Salud,Llamado no pertinente,,,Línea 145,,,
2020-04-06,,9405355505,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,,,
2020-04-06,,505355505,Urgencia,Ciudadano,No,Salud,Covid-19,Entre Ríos,,Línea 145,,,
2020-04-06,,1505355505,Urgencia,Ciudadano,No,Salud,Covid-19,Buenos Aires,Buenos Aires,Línea 145,,,
2020-04-06,,2505355505,Urgencia,Ciudadano,No,Víctima de delito,Llamado no pertinente,,,Línea 145,,,
2020-04-07,,7505355505,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,"Servicios bancarios, de financieras o prestamistas",Entre Ríos,,Línea 145,Entre Ríos,"No sabe, no recuerda",
2020-04-07,,9415355505,Urgencia,Ciudadano,Si,Salud,"Acceso a medicamentos, elementos ortopédicos, insumos, sillas de ruedas u otros",,,Línea 145,,,
2020-04-07,,515355505,Urgencia,Ciudadano,Si,Salud,Covid19,Buenos Aires,Ramos Mejía,Línea 145,,,
2020-04-07,,2515355505,Urgencia,Ciudadano,No,Salud,Salud mental,Santa Fe,Santa Fe,Línea 145,Santa Fe,"No sabe, no recuerda",40.0
2020-04-07,,4515355505,Urgencia,Ciudadano,No,Justicia penal,Lugar de detención,Buenos Aires,Buenos Aires,Línea 145,,"No sabe, no recuerda",
2020-04-08,,7515355505,Urgencia,Ciudadano,No,Salud,Covid-19,Buenos Aires,Buenos Aires,Línea 145,,no refiere,85.0
2020-04-08,,8425355505,Urgencia,Ciudadano,No,Salud,Covid-19,Salta,Salta,Línea 145,,,
2020-04-08,,9425355505,Urgencia,Ciudadano,No,Salud,Covid-19,Buenos Aires,Mar del Plata,Línea 145,,,
2020-04-08,,525355505,Urgencia,Institución,Si,Trabajo,Llamado no pertinente,,,Línea 145,,,
2020-04-08,,2525355505,Urgencia,Ciudadano,No,Salud,Covid-19,Buenos Aires,Berazategui,Línea 145,,,
2020-04-09,,6525355505,Urgencia,Ciudadano,No,Salud,Aislamiento social obligatorio,Santa Fe,Rosario,Línea 145,,,
2020-04-09,,8435355505,Urgencia,Ciudadano,No,Trata,Aislamiento,Buenos Aires,Buenos Aires,Línea 145,,,
2020-04-09,,9435355505,Urgencia,Ciudadano,No,Trata,Salud mental,Buenos Aires,Florencio Varela,Línea 145,Buenos Aires,"No sabe, no recuerda",44.0
2020-04-09,,535355505,Urgencia,Ciudadano,No,Trata,Violencia verbal,Buenos Aires,,Línea 145,,,
2020-04-09,,1535355505,Urgencia,Ciudadano,No,Salud,Vacunacion,Buenos Aires,Pilar,Línea 145,,,
2020-04-09,,2535355505,Urgencia,Ciudadano,No,Salud,Vacunacion,Buenos Aires,José C. Paz,Línea 145,,,
2020-04-11,,1545355505,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Florencio Varela,Línea 145,,,
2020-04-11,,4545355505,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,,,
2020-04-12,,6545355505,Urgencia,Ciudadano,No,Salud,Covid 19,Buenos Aires,Gandara,Línea 145,,,
2020-04-12,,8455355505,Urgencia,Ciudadano,No,Violencia de género,Simbólica,Buenos Aires,Benavidez,Línea 145,,,
2020-04-12,,1555355505,Urgencia,Ciudadano,No,Trata,Covid-19,Buenos Aires,Ingeniero Budge,Línea 145,Buenos Aires,,
2020-04-13,,3555355505,Urgencia,Ciudadano,No,Salud,Covid-19,Buenos Aires,Ezeiza,Línea 145,,,
2020-04-13,,4555355505,Urgencia,Ciudadano,Si,Salud,Dosuba,,,Línea 145,,,
2020-04-13,,5555355505,Urgencia,Ciudadano,No,Salud,Solicita teléfono,,,Línea 145,,,
2020-04-13,,6555355505,Urgencia,Ciudadano,Si,Justicia penal,No detalla,Buenos Aires,San Martín,Línea 145,,,
2020-04-13,,7555355505,Urgencia,Ciudadano,Si,Salud,Hospital,,,Línea 145,,,
2020-04-13,,8465355505,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Vedia,Línea 145,Buenos Aires,"No sabe, no recuerda",44.0
2020-04-13,,565355505,Urgencia,Ciudadano,No,Salud,Dosuba,,,Línea 145,,,
2020-04-13,,1565355505,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,,Línea 145,
2020-04-13,,2565355505,Urgencia,Ciudadano,Si,Deudas (problemas de dinero),Boleta impaga,,,Línea 145,,Línea 145,
2020-04-13,,3565355505,Urgencia,Ciudadano,No,Salud,Higiene,Buenos Aires,palermo,Línea 145,,,
2020-04-13,,5565355505,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,,Buenos Aires,"General Belgrano, Buenos Aires",Línea 145,,,
2020-04-14,,2575355505,Urgencia,Ciudadano,Si,Salud,Vacuna gripe,Buenos Aires,Quilmes,Línea 145,,Por publicidad en TV,
2020-04-14,,3575355505,Urgencia,Ciudadano,No,Violencia de género,Psicológica,Entre Ríos,Concordia,Línea 145,,"No sabe, no recuerda",40.0
2020-04-14,,6575355505,Urgencia,Ciudadano,No,Víctima de delito,Acoso de su ex pareja,Entre Ríos,Villaguay,Línea 145,Entre Ríos,Por publicidad en internet,22.0
2020-04-15,,8484455505,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,Llamado no pertinente,,,Línea 145,,,
2020-04-15,,9484455505,Urgencia,Ciudadano,Si,Salud,Vacunas,,,Línea 145,,,
2020-04-15,,584455505,Urgencia,Ciudadano,Si,Salud,Salud mental,,,Línea 145,,,
2020-04-15,,1584455505,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,José C. Paz,Línea 145,,,
2020-04-16,,4584455505,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Buenos Aires,Línea 145,,,
2020-04-16,,5584455505,Urgencia,Ciudadano,No,Relaciones de familia,Por cuarentena no le entregan remedios,Buenos Aires,Buenos Aires,Línea 145,,,
2020-04-16,,6584455505,Urgencia,Ciudadano,No,Violencia de género,Física,Córdoba,Deán Funes,Línea 145,,,
2020-04-16,,8494455505,Urgencia,Ciudadano,No,Deudas (problemas de dinero),Obtención de préstamo o inversión propia,Salta,Salta,Línea 145,,,
2020-04-17,,4594455505,Urgencia,Ciudadano,No,Justicia penal,Agravamiento en las formas o condiciones de detención,Buenos Aires,Junín,Línea 145,,,
2020-04-17,,6594455505,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,"Servicios bancarios, de financieras o prestamistas",Córdoba,Malagueño,Línea 145,,,
2020-04-17,,7594455505,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,Pami,Santa Fe,Santa Fe,Línea 145,,Derivado de otro organismo,
2020-04-18,,3505455505,Urgencia,Ciudadano,No,Salud,Salud mental,Santa Fe,Santa Fe,Línea 145,Santa Fe,"No sabe, no recuerda",
2020-04-18,,8415455505,Urgencia,Ciudadano,No,Violencia de género,Psicológica,Chaco,Resistencia,Línea 145,Chaco,Línea 145,
2020-04-19,,2515455505,Urgencia,Ciudadano,No,Salud,Salud mental,Santa Fe,Santa Fe,Línea 145,,,
2020-04-19,,3515455505,Urgencia,Ciudadano,No,Salud,Salud mental,Santiago del Estero,Santiago del Estero,Línea 145,,,
2020-04-19,,4515455505,Urgencia,Ciudadano,No,Salud,Aislamiento,Buenos Aires,Buenos Aires,Línea 145,,,
2020-04-20,,7515455505,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,,,
2020-04-20,,9425455505,Urgencia,Ciudadano,Si,Salud,Covid-19,Buenos Aires,Villa Ballester,Línea 145,,,
