fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,dependencia_alta,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_tipo,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente,provincia_indec_id
2020-02-17,,9465845505,Urgencia,Ciudadano,No,Trata,Explotación laboral,Chaco,Resistencia,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Hombre,,22
2020-02-17,,1565845505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Neuquén,Neuquén,PNR - Línea 145,Línea 145,,,,,,,,58
2020-02-18,,3565845505,Urgencia,Ciudadano,No,Trata,"Explotación laboral, consulta judicialización",Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Argentina,Misiones,,Consultante - ciudadano,,Hombre,,6
2020-02-18,,4565845505,Urgencia,Institución,No,Trata,Solicita información sobre la línea,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante,Derivación institucional,Mujer,,6
2020-02-18,,5565845505,Urgencia,Ciudadano,No,Trata,Situación de trabajo irregular,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Bolivia,Buenos Aires,Buenos Aires,Consultante - ciudadano,Por Recomendación,Hombre,,6
2020-02-19,,2575845505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",,,
2020-02-19,,4575845505,Urgencia,Ciudadano,No,Salud,Salud mental,Entre Ríos,Paraná,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,,,30
2020-02-19,,7575845505,Urgencia,Ciudadano,No,Salud,Salud mental,Formosa,Clorinda,PNR - Línea 145,Línea 145,,Formosa,#¿NOMBRE?,Consultante - ciudadano,,Mujer,,34
2020-02-20,,8484945505,Urgencia,Ciudadano,No,Trata,Violencia,Santa Fe,San Lorenzo,PNR - Línea 145,Línea 145,,,,,,,,82
2020-02-20,,9484945505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",Mujer,,6
2020-02-20,,584945505,Urgencia,Ciudadano,No,Trata,No aplica,,,PNR - Línea 145,Correo Institucional,,,,Consultante,"No sabe, no recuerda",Hombre,,
2020-02-20,,2584945505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",,,
2020-02-20,,4584945505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,San José,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,"No sabe, no recuerda",,,6
2020-02-20,,5584945505,Urgencia,Ciudadano,Si,Trata,Trabajo no registrado,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",,,6
2020-02-20,,6584945505,Urgencia,Ciudadano,Si,Trata,Otro,,,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en internet,,,
2020-02-21,,8494945505,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",Hombre,,6
2020-02-21,,1594945505,Urgencia,Ciudadano,No,Trata,Explotación laboral,,,PNR - Línea 145,Línea 145,,,,,,,,
2020-02-22,,7594945505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Los Hornos,PNR - Línea 145,Línea 145,,Buenos Aires,Los Hornos,Consultante - ciudadano,,Mujer,,6
2020-02-23,,9405945505,Urgencia,Ciudadano,No,Violencia de género,Simbólica,,,PNR - Línea 145,Línea 145,,,,,,,,
2020-02-23,,1505945505,Urgencia,Ciudadano,No,Trata,Salud mental,Buenos Aires,Liniers,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,,,6
2020-02-23,,3505945505,Urgencia,Ciudadano,No,Trata,Abuso sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Hombre,,6
2020-02-23,,7505945505,Urgencia,Ciudadano,No,Trabajo,Cuestiones salariales o de registración,Corrientes,Corrientes,PNR - Línea 145,Línea 145,,,,,,,,18
2020-02-24,,515945505,Urgencia,Ciudadano,No,Relaciones de familia,Violencia intrafamiliar,Chaco,La Leonesa,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,"No sabe, no recuerda",Mujer,35,22
2020-02-24,,2515945505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Zarate,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Por publicidad en internet,Mujer,28,6
2020-02-24,,3515945505,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Buenos Aires,Isidro Casanova,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Hombre,,6
2020-02-25,,4515945505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Salta,General Mosconi,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Hombre,20,66
2020-02-25,,8425945505,Urgencia,Ciudadano,Si,Trata,Otro,,,PNR - Línea 145,Correo Institucional,,,,Consultante,Por publicidad en internet,Hombre,,
2020-02-25,,9425945505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Por Recomendación,Hombre,75,6
2020-02-26,,3525945505,Urgencia,Ciudadano,No,Trata,Posible captación,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Córdoba,Córdoba,Consultante - ciudadano,,Mujer,,14
2020-02-26,,5525945505,Urgencia,Institución,No,Trata,Persona internada en guardia de hospital,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Mujer,,2
2020-02-26,,9435945505,Urgencia,Ciudadano,No,Abuso sexual infantil,Abuso sexual infantil,Buenos Aires,San Miguel,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,boca en boca,Mujer,,6
2020-02-26,,1535945505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,,,,,,,,6
2020-02-26,,2535945505,Urgencia,Ciudadano,No,Trata,Sitaucion extraña en ypf,Buenos Aires,Campana,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Mujer,,6
2020-02-26,,4535945505,Urgencia,Ciudadano,No,Violencia de género,Simbólica,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,,6
2020-02-27,,1545945505,Urgencia,Institución,No,Trata,Prostitución,Buenos Aires,Devoto,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",Mujer,,6
2020-02-27,,5545945505,Urgencia,Ciudadano,No,Trata,Explotación laboral,,,PNR - Línea 145,Línea 145,Venezuela,,,Consultante,Por publicidad en internet,Mujer,37,
2020-02-27,,6545945505,Urgencia,Ciudadano,No,Trata,Posible captación,,,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Por publicidad en internet,Mujer,35,
2020-02-28,,8455945505,Urgencia,Ciudadano,No,Víctima de delito,Otro (víctimas de delito),Buenos Aires,Grand Bourg,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Grand Bourg,Consultante,Por publicidad en internet,Mujer,,6
2020-02-28,,555945505,Urgencia,Ciudadano,Si,Violencia de género,Psicológica,Buenos Aires,Hurlingham,PNR - Línea 145,Línea 145,,Buenos Aires,Hurlingham,Consultante,Por Recomendación,Mujer,,6
2020-02-28,,2555945505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Tierra del Fuego,Ushuaia,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",Mujer,,94
2020-02-28,,3555945505,Urgencia,Ciudadano,No,Trata,Maltrato infantil,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,,,Consultante,Línea 145,Mujer,,82
2020-03-01,,4565945505,Urgencia,Ciudadano,No,Víctima de delito,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Por Recomendación,Hombre,45,86
2020-03-01,,8475945505,Urgencia,Ciudadano,No,Trata,Salud mental,Buenos Aires,José C. Paz,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,,,6
2020-03-03,,2584055505,Urgencia,Ciudadano,No,Trata,Posible oferta sexual,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,La Plata,Consultante,"No sabe, no recuerda",Mujer,,6
2020-03-03,,4584055505,Urgencia,Ciudadano,No,Violencia de género,Física,Catamarca,Catamarca,PNR - Línea 145,Línea 145,Argentina,Catamarca,Catamarca,Consultante - ciudadano,,Hombre,,10
2020-03-04,,8494055505,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,San Miguel del Monte,Consultante,Línea 145,Hombre,,6
2020-03-04,,1594055505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,San Miguel del Monte,PNR - Línea 145,Línea 145,,Buenos Aires,San Miguel del Monte,Consultante - ciudadano,,Hombre,,6
2020-03-04,,3594055505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,,,,,6
2020-03-05,,4505055505,Urgencia,Ciudadano,Si,Relaciones de familia,Niño solo en su casa,,,PNR - Línea 145,Línea 145,,,,Consultante,Línea 145,Hombre,,
2020-03-05,,5505055505,Urgencia,Ciudadano,No,Trata,Solicitu de llamado,,,PNR - Línea 145,Línea 145,Argentina,,,Consultante,"No sabe, no recuerda",Mujer,,
2020-03-05,,9415055505,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Correo Institucional,,,,Consultante,Línea 145,Hombre,,
2020-03-05,,515055505,Urgencia,Ciudadano,No,Trata,Problema de consumo de drogas,Santa Fe,Funes,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Hombre,,82
2020-03-05,,1515055505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,la Matanza,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Mujer,,6
2020-03-05,,2515055505,Urgencia,Ciudadano,No,Trata,Vulnerabilidad social,Chubut,,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Mujer,,26
2020-03-05,,3515055505,Urgencia,Ciudadano,No,Trata,Explotación laboral,Corrientes,Guaviraví,PNR - Línea 145,Línea 145,,,,,,,,18
2020-03-05,,4515055505,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Mujer,,6
2020-03-06,,9425055505,Urgencia,Ciudadano,No,Trata,Persona privada de su libertad,Formosa,Clorinda,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",Hombre,,34
2020-03-06,,3525055505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,San Miguel del Monte,PNR - Línea 145,Línea 145,,,,,,,,6
2020-03-07,,9435055505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,José C. Paz,PNR - Línea 145,Línea 145,,Tierra del Fuego,,Consultante - ciudadano,Por Recomendación,Hombre,,6
2020-03-07,,2535055505,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Mar del Plata,Consultante,Por publicidad en internet,Mujer,30,6
2020-03-07,,5535055505,Urgencia,Ciudadano,No,Trata,Posible captación,Mendoza,Rivadavia,PNR - Línea 145,Línea 145,Argentina,,,Consultante,"No sabe, no recuerda",Mujer,,50
2020-03-08,,2545055505,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,Tierra del Fuego,,Consultante,Línea 145,Hombre,,
2020-03-08,,4545055505,Urgencia,Ciudadano,No,Trata,Relaciones de familia,Entre Ríos,,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Hombre,,30
2020-03-08,,5545055505,Urgencia,Ciudadano,No,Trata,Salud mental,Buenos Aires,Moreno,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Mujer,,6
2020-03-09,,1555055505,Urgencia,Ciudadano,Si,Trata,Explotación laboral,,,PNR - Línea 145,Línea 145,,,,,,,,
2020-03-10,,565055505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,,,,,6
2020-03-10,,3565055505,Urgencia,Ciudadano,No,Trata,Amenazas-extorsiones virtuales,Jujuy,Jujuy,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Derivado de otro organismo,Mujer,33,38
2020-03-10,,5565055505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,,Consultante,"No sabe, no recuerda",Mujer,50,2
2020-03-10,,8475055505,Urgencia,Ciudadano,No,Trata,Posible captación,,,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Mar del Plata,Consultante,Por publicidad en internet,Mujer,,
2020-03-10,,1575055505,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,,PNR - Línea 145,Línea 145,,Buenos Aires,Olivos,Consultante,"No sabe, no recuerda",Hombre,,6
2020-03-10,,2575055505,Urgencia,Ciudadano,Si,Abuso sexual infantil,Abuso sexual infantil,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en TV,Mujer,,6
2020-03-10,,4575055505,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Olivos,PNR - Línea 145,Línea 145,,Buenos Aires,Olivos,Consultante,"No sabe, no recuerda",Hombre,,6
2020-03-11,,8484155505,Urgencia,Ciudadano,Si,Actos del gobierno o agentes públicos,Sobornos,,,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en radio,,,
2020-03-11,,584155505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Córdoba,Malvinas Argentinas,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,Por publicidad en internet,Mujer,,14
2020-03-11,,1584155505,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Mujer,,6
2020-03-11,,4584155505,Urgencia,Ciudadano,No,Trata,Persona privada de su libertad,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,,,6
2020-03-11,,6584155505,Urgencia,Ciudadano,No,Trata,Salud mental,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Hombre,,6
2020-03-12,,8494155505,Urgencia,Ciudadano,Si,Trata,Persona desaparecida,Buenos Aires,Lanús Oeste,PNR - Línea 145,Correo Institucional,,,,,,,,6
2020-03-12,,9494155505,Urgencia,Ciudadano,Si,Salud,Acceso a servicios públicos de salud,,,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en internet,Mujer,,
2020-03-12,,1594155505,Urgencia,Institución,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,Derivado de otro organismo,,,
2020-03-12,,6594155505,Urgencia,Ciudadano,No,Violencia de género,Física,Buenos Aires,Buenos Aires,PNR - Línea 145,Correo Institucional,,,,Consultante,Por Recomendación,Mujer,60,6
2020-03-13,,2505155505,Urgencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Flores,PNR - Línea 145,Línea 145,,,,,,,,6
2020-03-13,,8415155505,Urgencia,Ciudadano,Si,Víctima de delito,Contra la propiedad: robo o hurto,Mendoza,Mendoza,PNR - Línea 145,Línea 145,Peru,,,Consultante,"No sabe, no recuerda",Hombre,,50
2020-03-13,,9415155505,Urgencia,Ciudadano,No,Trata,Posible captación,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,Por Recomendación,Mujer,39,2
2020-03-14,,2515155505,Urgencia,Ciudadano,No,Víctima de delito,Conflicto vecinal,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Argentina,Tucumán,sm tuc,Consultante - ciudadano,Por publicidad en internet,Mujer,,90
2020-03-15,,6515155505,Urgencia,Ciudadano,No,Trata,Salud mental,Chubut,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Mujer,,26
2020-03-15,,7515155505,Urgencia,Ciudadano,No,Trata,Salud,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Mujer,,6
2020-03-15,,9425155505,Urgencia,Ciudadano,Si,Trata,Maltrato infantil,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Mujer,,82
2020-03-15,,525155505,Urgencia,Ciudadano,No,Salud,Consulta covid-19,Buenos Aires,Buenos Aires,PNR,Línea 149,,,,Consultante - ciudadano,,,,6
2020-03-15,,1525155505,Urgencia,Ciudadano,No,Salud,Consulta covid-19,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 149,,,,Consultante - ciudadano,,,,6
2020-03-15,,2525155505,Urgencia,Ciudadano,No,Trata,Persona adulta mayor,La Rioja,La Rioja,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Mujer,,46
2020-03-15,,3525155505,Urgencia,Ciudadano,No,Salud,Consulta covid-19,Buenos Aires,Boulogne,PNR - Línea 145,Línea 149,Argentina,,,Consultante - ciudadano,,Mujer,,6
2020-03-15,,4525155505,Urgencia,Ciudadano,No,Trata,Coronavirus,Buenos Aires,Lomas de Zamora,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Lomas de Zamora,Consultante,Por publicidad en internet,Mujer,25,6
2020-03-17,,2535155505,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Argentina,,,Consultante,"No sabe, no recuerda",Hombre,25,14
2020-03-18,,9445155505,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Berazategui,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Mujer,,6
2020-03-18,,545155505,Urgencia,Ciudadano,No,Trata,Pornografía infantil,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,Por Recomendación,Mujer,,6
2020-03-18,,1545155505,Urgencia,Ciudadano,Si,Trata,Adultos mayores,,,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",Hombre,,
2020-03-18,,4545155505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",,,
2020-03-18,,6545155505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,González Catán,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Hombre,,6
2020-03-18,,8455155505,Urgencia,Ciudadano,No,Trata,Violencia familiar,Salta,San Ramon de la Nueva Oran,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Hombre,,66
2020-03-19,,555155505,Emergencia,Ciudadano,Si,Víctima de delito,Contra la integridad sexual: abuso sexual de adultos/as o niños/as,,,PNR - Línea 145,Línea 145,,,,,,,,
2020-03-19,,1555155505,Urgencia,Ciudadano,No,Relaciones de familia,"Cuidado personal, régimen comunicacional o custodia legal",Buenos Aires,Campana,PNR,Línea 145,,,,,,,,6
2020-03-20,,5555155505,Urgencia,Ciudadano,No,Víctima de delito,Coronavirus,Tucumán,San Miguel de Tucumán,PNR,Línea 145,,,,,,,,90
2020-03-21,,9465155505,Urgencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Moreno,PNR - Línea 145,Línea 145,,,,,,,,6
2020-03-21,,565155505,Urgencia,Ciudadano,No,Violencia de género,Física,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,,,,,,,82
2020-03-23,,1565155505,Emergencia,Ciudadano,No,Salud,Coronavirus,Buenos Aires,Moreno,PNR - Línea 145,Línea 145,,,,,,,,6
2020-03-23,,6584255505,Urgencia,Ciudadano,No,Relaciones de familia,Nada,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,,,,,,,82
2020-03-23,,7584255505,Urgencia,Ciudadano,Si,Violencia de género,Física,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,,,,,,,82
2020-03-23,,8494255505,Emergencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Luján,PNR - Línea 145,Línea 145,,,,,,,,6
2020-03-23,,9494255505,Emergencia,Ciudadano,Si,Salud,Coronavirus,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,,,,,,,82
2020-03-23,,594255505,Emergencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Lomas de Zamora,PNR - Línea 145,Línea 145,,,,,,,,6
2020-03-23,,1594255505,Urgencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Morón,PNR - Línea 145,Línea 145,,,,,,,,6
2020-03-23,,2594255505,Urgencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,,,,,6
2020-03-23,,4594255505,Urgencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Mar del Plata,PNR,Línea 145,,,,,,,,6
2020-03-23,,5594255505,Urgencia,Ciudadano,Si,Salud,Coronavirus,Buenos Aires,Florencio Varela,PNR - Línea 145,Línea 145,,,,,,,,6
2020-03-23,,6594255505,Urgencia,Ciudadano,Si,Trabajo,"Malas condiciones de trabajo, incluida la inseguridad, salubridad o problemas de medio ambiente",Buenos Aires,José C. Paz,PNR - Línea 145,Línea 145,,,,,,,,6
2020-03-24,,1505255505,Emergencia,Ciudadano,No,Víctima de delito,Coronavirus,Buenos Aires,Mar del Plata,PNR,Línea 145,,,,,,,,6
2020-03-24,,5505255505,Emergencia,Ciudadano,No,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas, otro (víctimas de delito)",Córdoba,San Francisco,PNR,Línea 145,,,,,,,,14
2020-03-24,,6505255505,Emergencia,Ciudadano,No,Víctima de delito,Incumplimiento cuarentena,Buenos Aires,Vicente López,PNR,Línea 145,,,,,,,,6
2020-03-24,,8415255505,Urgencia,Ciudadano,No,Salud,Covid-19,Neuquén,Villa El Chocón,PNR - Línea 145,Línea 145,,Neuquén,Villa El Chocón,Consultante,"No sabe, no recuerda",Hombre,,58
